id,code,name,source,grp1,code_grp1,name_grp1,grp2,code_grp2,name_grp2,keep_ag
510,HPC,"Buissons, arbrisseaux et arbustes ornementaux",nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
511,ZZZ,Champignons en pleine terre,nutzung,28,div,divers,50,div,divers,1
512,CAE,Chataigneraies entretenues (surface),nutzung,28,div,divers,50,div,divers,1
513,ZZZ,Cultures de muriers (alimentation des vers a soie),nutzung,28,div,divers,50,div,divers,1
514,HPC,Cultures horticoles pluriannuelles de plein air (pas en serres),nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
515,HBL,Houblon,nutzung,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,1
516,ZZZ,"Matieres premieres renouvelables pluriannuelles (roseau de Chine, etc.)",nutzung,28,div,divers,50,div,divers,1
517,PEP,Pepiniere de fruits et de baies,nutzung,28,div,divers,50,div,divers,1
518,PEP,Pepinieres de plantes forestieres hors zone forestiere,nutzung,28,div,divers,50,div,divers,1
519,PEP,Pepinieres viticoles,nutzung,28,div,divers,50,div,divers,1
520,ZZZ,Permaculture,nutzung,28,div,divers,50,div,divers,1
521,PPP,Plantes aromatiques et plantes medicinales pluriannuelles,nutzung,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,1
522,FLP,Rhubarbe,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
523,HPC,Sapins de Noel,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
524,TRU,Truffieres,nutzung,28,div,divers,50,div,divers,1
525,VRG,"Autres cultures fruitieres (kiwis, sureau, etc.)",nutzung,20,verg,vergers,38,verg,vergers,1
526,VRG,Cultures fruitieres (fruits a noyau),nutzung,20,verg,vergers,38,verg,vergers,1
527,PWT,Cultures fruitieres (poires),nutzung,20,verg,vergers,38,verg,vergers,1
528,VRG,Cultures fruitieres (pommes),nutzung,20,verg,vergers,38,verg,vergers,1
529,VRG,Cultures fruitieres agregee,nutzung,20,verg,vergers,38,verg,vergers,1
530,ZZZ,Autres cultures sous abri avec fondations permanentes,nutzung,28,div,divers,50,div,divers,1
531,ZZZ,"Autres cultures sous abri sans fondations permanentes, avec contributions",nutzung,28,div,divers,50,div,divers,1
532,ZZZ,"Autres cultures sous abri sans fondations permanentes, sans contributions",nutzung,28,div,divers,50,div,divers,1
533,ZZZ,Autres cultures speciales sous abri avec fondations permanentes,nutzung,28,div,divers,50,div,divers,1
534,ZZZ,Autres cultures speciales sous abri sans fondations permanentes,nutzung,28,div,divers,50,div,divers,1
535,HSA,Cultures horticoles sous abri avec fondations permanentes,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
536,HSA,Cultures horticoles sous abri sans fondations permanentes,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
537,MDI,Cultures maraicheres sous abri avec fondations permanentes,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
538,MDI,Cultures maraicheres sous abri sans fondations permanentes,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
539,MDI,Cultures maraicheres sous abri sans fondations permanentes; sur des tables de plantation ou des etageres,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
540,MDI,Cultures maraicheres sous abri sans fondations permanentes; sur sol naturel,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
541,ZZZ,"Cultures sous abri sans fondations permanentes, avec contributions, agregee",nutzung,28,div,divers,50,div,divers,1
542,FOR,Foret,nutzung,32,FOR,forest,52,FOR,forest,0
543,BOR,"Haies, bosquets champetres et berges boisees (avec la bande herbeuse)",nutzung,28,div,divers,50,div,divers,0
544,BOR,"Haies, bosquets champetres et berges boisees (avec la bande tampon) (Surfaces de promotion de la biodiversite specifiques a la region)",nutzung,28,div,divers,50,div,divers,0
545,PPH,"Paturages (paturages attenants a la ferme, autres paturages sauf les paturages d'estivage)",nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes,1
546,BOP,Paturages boises (sauf surfaces boisees),nutzung,17,esti,estives_landes,35,esti,estives_landes,1
547,PPH,Paturages extensifs,nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes,1
548,PPH,Surfaces de promotion de la biodiversite specifiques a la region (paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes,1
549,PPH,Autres prairies permanentes (sans les paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes,1
550,PPH,Autres surfaces herbageres (surface herbagere permanente) avec contributions,nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes,1
551,PPH,Autres surfaces herbageres (surface herbagere permanente) sans contributions,nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes,1
552,PPH,"Prairies de fauche en region d'estivage, autres",nutzung,17,esti,estives_landes,35,esti,estives_landes,1
553,PPH,"Prairies de fauche en region d'estivage, type prairie peu intensive",nutzung,17,esti,estives_landes,35,esti,estives_landes,1
554,PPH,Prairies extensives (sans les paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes,1
555,PPH,Prairies peu intensives (sans les paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes,1
556,PPH,Prairies riveraines (sauf les paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes,1
557,PPH,Prairies riveraines d'un cours d'eau (sauf les paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes,1
558,PPH,"Surfaces de promotion de la biodiversite specifiques a la region (Surface herbagere, sauf les paturages)",nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes,1
559,SPH,Paturages d'estivage,nutzung,17,esti,estives_landes,35,esti,estives_landes,1
560,ZZZ,Surfaces a litiere dans la SAU,nutzung,28,div,divers,50,div,divers,1
561,SNA,Autres surfaces situees en dehors de la SAU et la SE,nutzung,28,div,divers,50,div,divers,0
562,BOR,Chemins naturels non stabilises,nutzung,28,div,divers,50,div,divers,0
563,WAT,"Fosses humides, mares, etangs",nutzung,37,WAT,water,57,WAT,water,0
564,MDI,Jardins potager,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
565,BFS,Murs de pierres seches,nutzung,28,div,divers,50,div,divers,0
566,LSA,"Production agricole sous abri (par ex. champignons de Paris, chicoree witloof)",nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
567,BTA,Surfaces de promotion de la biodiversite specifiques a la region,nutzung,28,div,divers,50,div,divers,0
568,BFS,"Surfaces dont l'affectation principale n'est pas l'exploitation agricole (terrains a batir equipes et surfaces comprises dans les terrains de golf et de camping, aerodromes et terrains d'entrainement militaire, surfaces delimitees des bas-cotes des lignes de chemins de fer, de routes publiques, de cours et de plans d'eau)",nutzung,28,div,divers,50,div,divers,0
569,BFS,"Surfaces improductives (p. ex. haies sans les bandes tampons, surfaces broyees, surfaces avec un degre eleve de mauvaises herbes)",nutzung,28,div,divers,50,div,divers,0
570,BFS,"Surfaces ruderales, tas d'epierrage et affleurements rocheux",nutzung,28,div,divers,50,div,divers,0
571,CHT,"Amidonnier, engrain",nutzung,4,cer_2nd,autres_cereales,13,cer_2nd_h,autres_cereales_hiver,1
572,CHV,Autre chanvre,nutzung,9,plte_fb,plante_a_fibre,26,CHV,chanvre,1
573,PRL,Autres prairies artificielles donnant droit aux contributions (p.ex. paturages pour porcs et volaille),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes,1
574,ZZZ,Autres terres ouvertes avec contributions,nutzung,28,div,divers,50,div,divers,1
575,ZZZ,Autres terres ouvertes ne donnant pas droit aux contributions (surfaces de promotion de la biodiversite specifiques a la region),nutzung,28,div,divers,50,div,divers,1
576,ZZZ,Autres terres ouvertes sans contributions,nutzung,28,div,divers,50,div,divers,1
577,MLF,"avec des cereales ou de la cameline, au moins 30 % de lentilles lors de la recolte (pour la production de grains)",nutzung,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,1
578,AVP,Avoine,nutzung,4,cer_2nd,autres_cereales,9,AVP,avoine_printemps,1
579,FRA,Baies annuelles (p.ex. fraises),nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
580,BFS,Bande culturale extensive,nutzung,28,div,divers,50,div,divers,0
581,BVF,Betteraves fourrageres,nutzung,16,fou,fourrage,31,fou_autres,fourrage_autres,1
582,BTN,Betteraves sucrieres,nutzung,24,a_indus,autres_cult_indus,43,BTN,betterave_non_fourragere,1
583,BDH,Ble d'automne (sans ble fourrager de la liste swiss granum),nutzung,4,cer_2nd,autres_cereales,10,BDH,ble_dur_hiver,1
584,BDP,Ble de printemps (sans ble fourrager de la liste swiss granum),nutzung,4,cer_2nd,autres_cereales,11,BDP,ble_dur_printemps,1
585,BDH,Ble dur,nutzung,4,cer_2nd,autres_cereales,10,BDH,ble_dur_hiver,1
586,BTH,Ble fourrager selon liste swiss granum,nutzung,1,ble,ble_tendre,1,BTH,ble_tendre_hiver,1
587,CML,Cameline,nutzung,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,1
588,HPC,Carthame,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
589,MIE,Cereales ensilees,nutzung,2,mais,mais,4,MIE,mais_ensilage,1
590,CHV,Chanvre pour l'utilisation des fibres,nutzung,9,plte_fb,plante_a_fibre,26,CHV,chanvre,1
591,CHV,Chanvre pour l'utilisation des graines,nutzung,9,plte_fb,plante_a_fibre,26,CHV,chanvre,1
592,CZH,Colza d'automne comme matiere premiere renouvelable,nutzung,5,colz,colza,18,CZH,colza_hiver,1
593,CZH,Colza d'automne destine a la fabrication d'huile comestible,nutzung,5,colz,colza,18,CZH,colza_hiver,1
594,CZP,Colza de printemps comme matiere premiere renouvelable,nutzung,5,colz,colza,19,olea,autres_oleagineux,1
595,CZP,Colza de printemps destine a la fabrication d'huile comestible,nutzung,5,colz,colza,19,olea,autres_oleagineux,1
596,CMB,Courges a huile,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
597,HPC,"Cultures horticoles annuelles de plein champ (fleurs, gazon en rouleaux, etc.)",nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
598,MDI,Cultures maraicheres de plein champ annuelles (sauf les legumes de conserve),nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
599,EPE,Epeautre,nutzung,4,cer_2nd,autres_cereales,13,cer_2nd_h,autres_cereales_hiver,1
600,GFP,Graminees fourrageres destinees a la production de semences (contrat de culture),nutzung,16,fou,fourrage,33,fou_poacees,fourrage_poacees,1
601,FFO,Haricots et vesces en grains (p.ex. feveroles),nutzung,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,1
602,JAC,Jachere florale,nutzung,11,gel_sp,gel_sans_prod,28,gel_sp,gel_sans_prod,1
603,JAC,Jachere tournante,nutzung,11,gel_sp,gel_sans_prod,28,gel_sp,gel_sans_prod,1
604,FLA,Legumes de conserve cultives en plein champ,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
605,MLF,Legumineuses fourrageres destinees a la production de semences (contrat de culture),nutzung,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,1
606,LEC,Lentilles,nutzung,15,leg_gr,legumineuses_graines,30,leg_gr,legumineuses_graines,1
607,LIF,Lin,nutzung,9,plte_fb,plante_a_fibre,27,LIF,lin_fibres,1
608,LFP,Lupins,nutzung,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,1
609,MIE,Mais d'ensilage et mais vert,nutzung,2,mais,mais,4,MIE,mais_ensilage,1
610,MIS,Mais grain,nutzung,2,mais,mais,5,MIS,mais_grain_semence,1
611,MLC,Meteil de cereales fourrageres,nutzung,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,1
612,MCR,Meteil de cereales panifiables,nutzung,4,cer_2nd,autres_cereales,12,cer_2nd,autres_cereales,1
613,MLC,"Meteil de haricots, de vesces, de pois, de pois chiches et de lupins avec des cereales ou de la cameline, au moins 30 % de legumineuses lors de la recolte (pour la production de grains)",nutzung,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,1
614,MLC,"Meteil de lentilles avec des cereales ou de la cameline, au moins 30 % de lentilles lors de la recolte (pour la production de grains)",nutzung,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,1
615,MLT,Millet,nutzung,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,1
616,MLT,Millet grains,nutzung,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,1
617,MLT,Millet plante entiere,nutzung,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,1
618,MOT,Moutarde,nutzung,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,1
619,ORH,Orge d'automne,nutzung,3,orge,orge,6,ORH,orge_hiver,1
620,ORP,Orge de printemps,nutzung,3,orge,orge,7,ORP,orge_printemps,1
621,BOR,Ourlet sur terres assolees,nutzung,28,div,divers,50,div,divers,0
622,ZZZ,Pavot,nutzung,28,div,divers,50,div,divers,1
623,PPA,Plantes aromatiques et medicinales annuelles,nutzung,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,1
624,PTC,Plants de pommes de terre (contrat de culture),nutzung,25,leg_fl,legumes_fleurs,48,PDT,pomme_de_terre,1
625,PCH,Pois chiches,nutzung,15,leg_gr,legumineuses_graines,30,leg_gr,legumineuses_graines,1
626,PFH,Pois en grains (p.ex. pois proteagineux),nutzung,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,1
627,PTC,Pommes de terre,nutzung,25,leg_fl,legumes_fleurs,48,PDT,pomme_de_terre,1
628,PTR,Prairies artificielles (sans les paturages),nutzung,19,pt,prairies_temporaires,37,pt,prairies_temporaires,1
629,CAG,Quinoa,nutzung,4,cer_2nd,autres_cereales,12,cer_2nd,autres_cereales,1
630,CES,Racines de chicoree,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,1
631,RIZ,Riz,nutzung,14,riz,riz,29,riz,riz,1
632,SRS,Sarrasin,nutzung,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,1
633,SGH,Seigle,nutzung,4,cer_2nd,autres_cereales,13,cer_2nd_h,autres_cereales_hiver,1
634,MIS,Semences de mais (contrat de culture),nutzung,2,mais,mais,5,MIS,mais_grain_semence,1
635,SOJ,Soja,nutzung,7,olea,autres_oleagineux,24,SOJ,soja,1
636,SOG,Sorgho,nutzung,4,cer_2nd,autres_cereales,15,SOG,sorgho,1
637,SOG,Sorgho grains,nutzung,4,cer_2nd,autres_cereales,15,SOG,sorgho,1
638,SOG,Sorgho plante entiere,nutzung,4,cer_2nd,autres_cereales,15,SOG,sorgho,1
639,TAB,Tabac,nutzung,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,1
640,SHD,Terres ouvertes donnant droit aux contributions (surfaces de promotion de la biodiversite specifiques a la region),nutzung,28,div,divers,50,div,divers,1
641,TRN,Tournesol comme matiere premiere renouvelable,nutzung,6,TRN,tournesol,20,TRN,tournesol,1
642,TRN,Tournesol destine a la fabrication d'huile comestible,nutzung,6,TRN,tournesol,20,TRN,tournesol,1
643,TTH,Triticale,nutzung,4,cer_2nd,autres_cereales,16,TTH,triticale_hiver,1
644,VRC,Surfaces viticoles presentant une biodiversite naturelle,nutzung,21,vign,vignes,39,vign,vignes,1
645,VRC,Vignes,nutzung,21,vign,vignes,39,vign,vignes,1
646,VRC,Vignes (surfaces de promotion de la biodiversite specifiques a la re-gion),nutzung,21,vign,vignes,39,vign,vignes,1
1001,CON,Sealed,clcplus,31,CON,sealed,51,CON,sealed,0
1002,FOR,Woody needle leaved trees,clcplus,32,FOR,forest,52,FOR,forest,0
1003,FOR,Woody Broadleaved deciduous trees,clcplus,32,FOR,forest,52,FOR,forest,0
1004,FOR,Woody Broadleaved evergreen trees,clcplus,32,FOR,forest,52,FOR,forest,0
1005,LGW,Low-growing woody plants,clcplus,33,LGW,low-growing woody plants,53,LGW,low-growing woody plants,0
1006,PMH,Permanent herbaceous,clcplus,34,PMH,permanent herbaceous,54,PMH,permanent herbaceous,1
1007,PDH,Periodically herbaceous,clcplus,35,PDH,periodically herbaceous,55,PDH,periodically herbaceous,1
1009,NSV,Non and sparsely vegetated,clcplus,36,NSV,non and sparsely vegetated,56,NSV,non and sparsely vegetated,0
1010,WAT,Water,clcplus,37,WAT,water,57,WAT,water,0
