id,code,name,grp1,code_grp1,name_grp1,grp2,code_grp2,name_grp2,source,Other cat
1,BTH,ble_tendre_hiver,1,ble,ble_tendre,1,BTH,ble_tendre_hiver,rpg,
2,BTP,ble_tendre_printemps,1,ble,ble_tendre,2,BTP,ble_tendre_printemps,rpg,
3,MID,mais_doux,2,mais,mais,3,MID,mais_doux,rpg,
4,MIE,mais_ensilage,2,mais,mais,4,MIE,mais_ensilage,rpg,
5,MIS,mais_grain_semence,2,mais,mais,5,MIS,mais_grain_semence,rpg,
6,ORH,orge_hiver,3,orge,orge,6,ORH,orge_hiver,rpg,
7,ORP,orge_printemps,3,orge,orge,7,ORP,orge_printemps,rpg,
8,AVH,avoine_hiver,4,cer_2nd,autres_cereales,8,AVH,avoine_hiver,rpg,
9,AVP,avoine_printemps,4,cer_2nd,autres_cereales,9,AVP,avoine_printemps,rpg,
10,BDH,ble_dur_hiver,4,cer_2nd,autres_cereales,10,BDH,ble_dur_hiver,rpg,
11,BDP,ble_dur_printemps,4,cer_2nd,autres_cereales,11,BDP,ble_dur_printemps,rpg,
12,BDT,ble_dur_printemps_tardif,4,cer_2nd,autres_cereales,12,cer_2nd,autres_cereales,rpg,
13,CAG,autre_cereale_autre_genre,4,cer_2nd,autres_cereales,12,cer_2nd,autres_cereales,rpg,
14,CGF,autre_cereale_genre_fagopyrum,4,cer_2nd,autres_cereales,12,cer_2nd,autres_cereales,rpg,
15,CGH,autre_cereale_genre_phalaris,4,cer_2nd,autres_cereales,12,cer_2nd,autres_cereales,rpg,
16,CGO,autre_cereale_genre_sorghum,4,cer_2nd,autres_cereales,12,cer_2nd,autres_cereales,rpg,
17,CGP,autre_cereale_genre_panicum,4,cer_2nd,autres_cereales,12,cer_2nd,autres_cereales,rpg,
18,CGS,autre_cereale_genre_setaria,4,cer_2nd,autres_cereales,12,cer_2nd,autres_cereales,rpg,
19,MCR,melange_cereales,4,cer_2nd,autres_cereales,12,cer_2nd,autres_cereales,rpg,
20,CAH,autre_cereale_secondaire_hiver,4,cer_2nd,autres_cereales,13,cer_2nd_h,autres_cereales_hiver,rpg,
21,CHA,autre_cereale_hiver_genre_avena,4,cer_2nd,autres_cereales,13,cer_2nd_h,autres_cereales_hiver,rpg,
22,CHH,autre_cereale_hiver_genre_hordeum,4,cer_2nd,autres_cereales,13,cer_2nd_h,autres_cereales_hiver,rpg,
23,CHS,autre_cereale_hiver_genre_secale,4,cer_2nd,autres_cereales,13,cer_2nd_h,autres_cereales_hiver,rpg,
24,CHT,autre_cereale_hiver_genre_triticum,4,cer_2nd,autres_cereales,13,cer_2nd_h,autres_cereales_hiver,rpg,
25,EPE,epeautre,4,cer_2nd,autres_cereales,13,cer_2nd_h,autres_cereales_hiver,rpg,
26,SGH,seigle_hiver,4,cer_2nd,autres_cereales,13,cer_2nd_h,autres_cereales_hiver,rpg,
27,CPA,autre_cereale_printemps_genre_avena,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,rpg,
28,CPH,autre_cereale_printemps_genre_hordeum,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,rpg,
29,CPS,autre_cereale_printemps_genre_secale,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,rpg,
30,CPT,autre_cereale_printemps_genre_triticum,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,rpg,
31,CPZ,autre_cereale_printemps_genre_zea,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,rpg,
32,MCS,melange_cereales_printemps,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,rpg,
33,MLT,millet,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,rpg,
34,SGP,seigle_printemps,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,rpg,
35,SRS,sarrasin,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,rpg,
36,SOG,sorgho,4,cer_2nd,autres_cereales,15,SOG,sorgho,rpg,
37,TTH,triticale_hiver,4,cer_2nd,autres_cereales,16,TTH,triticale_hiver,rpg,
38,TTP,triticale_printemps,4,cer_2nd,autres_cereales,17,TTP,triticale_printemps,rpg,
39,CZH,colza_hiver,5,colz,colza,18,CZH,colza_hiver,rpg,
40,CZP,colza_printemps,5,colz,colza,19,olea,autres_oleagineux,rpg,
41,TRN,tournesol,6,TRN,tournesol,20,TRN,tournesol,rpg,
42,ARA,arachide,7,olea,autres_oleagineux,21,olea,autres_oleagineux,rpg,
43,LIH,lin_non_textile_hiver,7,olea,autres_oleagineux,22,lin_non_text,lin_non_textile,rpg,
44,LIP,lin_non_textile_printemps,7,olea,autres_oleagineux,22,lin_non_text,lin_non_textile,rpg,
45,MOL,melange_oleagineux,7,olea,autres_oleagineux,23,olea,autres_oleagineux,rpg,
46,NVE,navette_ete,7,olea,autres_oleagineux,23,olea,autres_oleagineux,rpg,
47,NVH,navette_hiver,7,olea,autres_oleagineux,23,olea,autres_oleagineux,rpg,
48,OAG,autre_oleagineux_autre_genre,7,olea,autres_oleagineux,23,olea,autres_oleagineux,rpg,
49,OEH,autre_oleagineux_helianthus,7,olea,autres_oleagineux,23,olea,autres_oleagineux,rpg,
50,OEI,oeillette,7,olea,autres_oleagineux,23,olea,autres_oleagineux,rpg,
51,OHN,autre_oleagineux_hiver_brassica_napus,7,olea,autres_oleagineux,23,olea,autres_oleagineux,rpg,
52,OHR,autre_oleagineux_hiver_brassica_rapa,7,olea,autres_oleagineux,23,olea,autres_oleagineux,rpg,
53,OPN,autre_oleagineux_printemps_brassica_napus,7,olea,autres_oleagineux,23,olea,autres_oleagineux,rpg,
54,OPR,autre_oleagineux_printemps_brassica_rapa,7,olea,autres_oleagineux,23,olea,autres_oleagineux,rpg,
55,SOJ,soja,7,olea,autres_oleagineux,24,SOJ,soja,rpg,
56,FEV,feve,8,prot,proteagineux,25,prot,proteagineux,rpg,
57,FVL,feverole_avant_juin,8,prot,proteagineux,25,prot,proteagineux,rpg,
58,FVP,feverole_printemps,8,prot,proteagineux,25,prot,proteagineux,rpg,
59,FVT,feverole_apres_juin,8,prot,proteagineux,25,prot,proteagineux,rpg,
60,LDH,lupin_doux_hiver,8,prot,proteagineux,25,prot,proteagineux,rpg,
61,LDP,lupin_doux_printemps_avant_juin,8,prot,proteagineux,25,prot,proteagineux,rpg,
62,LDT,lupin_doux_printemps_apres_juin,8,prot,proteagineux,25,prot,proteagineux,rpg,
63,MPC,melange_proteagineux_avant_juin,8,prot,proteagineux,25,prot,proteagineux,rpg,
64,MPP,melange_proteagineux,8,prot,proteagineux,25,prot,proteagineux,rpg,
65,MPT,melange_proteagineux_apres_juin,8,prot,proteagineux,25,prot,proteagineux,rpg,
66,PAG,autre_proteagineux_autre_genre,8,prot,proteagineux,25,prot,proteagineux,rpg,
67,PHI,pois_hiver,8,prot,proteagineux,25,prot,proteagineux,rpg,
68,PPR,pois_printemps_avant_juin,8,prot,proteagineux,25,prot,proteagineux,rpg,
69,PPT,pois_printemps_apres_juin,8,prot,proteagineux,25,prot,proteagineux,rpg,
70,CHV,chanvre,9,plte_fb,plante_a_fibre,26,CHV,chanvre,rpg,
71,CSE,chanvre_sans_etiquette,9,plte_fb,plante_a_fibre,26,CHV,chanvre,rpg,
72,LIF,lin_fibres,9,plte_fb,plante_a_fibre,27,LIF,lin_fibres,rpg,
73,J5M,jachere_temporaire,11,gel_sp,gel_sans_prod,28,gel_sp,gel_sans_prod,rpg,
74,J6P,jachere_permanente,11,gel_sp,gel_sans_prod,28,gel_sp,gel_sans_prod,rpg,
75,J6S,jachere_sie,11,gel_sp,gel_sans_prod,28,gel_sp,gel_sans_prod,rpg,
76,JAC,jachere,11,gel_sp,gel_sans_prod,28,gel_sp,gel_sans_prod,rpg,
77,JNO,jachere_noire,11,gel_sp,gel_sans_prod,28,gel_sp,gel_sans_prod,rpg,
78,RIZ,riz,14,riz,riz,29,riz,riz,rpg,
79,LEC,lentille_cultivee_non_fourragere,15,leg_gr,legumineuses_graines,30,leg_gr,legumineuses_graines,rpg,
80,PCH,pois_chiche,15,leg_gr,legumineuses_graines,30,leg_gr,legumineuses_graines,rpg,
81,AFG,autre_fourrage_annuel_autre,16,fou,fourrage,31,fou_autres,fourrage_autres,rpg,
82,BVF,betterave_fourragere,16,fou,fourrage,31,fou_autres,fourrage_autres,rpg,
83,CAF,carotte_fourragere,16,fou,fourrage,31,fou_autres,fourrage_autres,rpg,
84,CHF,chou_fourrager,16,fou,fourrage,31,fou_autres,fourrage_autres,rpg,
85,FAG,autre_fourrage_annuel_autre_genre,16,fou,fourrage,31,fou_autres,fourrage_autres,rpg,
86,FSG,autre_plante_fourragere_sarclee_autre_genre,16,fou,fourrage,31,fou_autres,fourrage_autres,rpg,
87,GAI,gaillet,16,fou,fourrage,31,fou_autres,fourrage_autres,rpg,
88,NVF,navet_fourrager,16,fou,fourrage,31,fou_autres,fourrage_autres,rpg,
89,RDF,radis_fourrager,16,fou,fourrage,31,fou_autres,fourrage_autres,rpg,
90,CPL,fourrage_compose,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
91,FF5,feverole_fourragere_2015,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
92,FF6,feverole_fourragere_2016,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
93,FF7,feverole_fourragere_2017,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
94,FF8,feverole_fourragere_2018,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
95,FFO,autre_feverole_fourragere,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
96,GES,gesse,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
97,JO5,jarosse_2015,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
98,JO6,jarosse_2016,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
99,JO7,jarosse_2017,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
100,JO8,jarosse_2018,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
101,JOD,jarosse_deshyd,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
102,JOS,autre_jarosse,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
103,LEF,lentille_fourragere,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
104,LFH,autre_lupin_fourrager_hiver,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
105,LFP,autre_lupin_fourrager_printemps,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
106,LH5,lupin_fourrager_hiver_2015,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
107,LH6,lupin_fourrager_hiver_2016,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
108,LH7,lupin_fourrager_hiver_2017,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
109,LO7,lotier_2017,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
110,LOT,lotier,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
111,LP5,lupin_fourrager_printemps_2015,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
112,LP6,lupin_fourrager_printemps_2016,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
113,LP7,lupin_fourrager_printemps_2017,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
114,MC5,melange_leg_fou_2015,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
115,MC6,melange_leg_fou_2016,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
116,MC7,melange_leg_fou_2017_herb_entre_elles,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
117,MC8,melange_leg_fou_2018_herb_entre_elles,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
118,ME5,melilot_2015,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
119,ME6,melilot_2016,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
120,ME7,melilot_2017,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
121,ME8,melilot_2018,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
122,MED,melilot_deshyd,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
123,MEL,autre_melilot,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
124,MH5,melange_leg_fou_2015_herb,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
125,MH6,melange_leg_fou_2016_herb,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
126,MH7,melange_leg_fou_2017_herb,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
127,MH8,melange_leg_fou_2018_herb,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
128,MIN,minette,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
129,ML5,melange_leg_fou_2015_herb_entre_elles,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
130,ML6,melange_leg_fou_2016_herb_entre_elles,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
131,ML7,melange_leg_fou_2017_herb_entre_elles,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
132,ML8,melange_leg_fou_2018_herb_entre_elles,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
133,MLC,melange_leg_fou_cereale,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
134,MLD,melange_leg_deshyd_entre_elles,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
135,MLF,melange_leg_fou,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
136,MLG,melange_legumineuses_preponderantes_au_semis_graminees_fourrageres_temporaire,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
137,MLS,melange_legumineuses_non_fourrageres_prep,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
138,PFH,autre_pois_fourrager_hiver,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
139,PFP,autre_pois_fourrager_printemps,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
140,PH5,pois_fourrager_hiver_2015,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
141,PH6,pois_fourrager_hiver_2016,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
142,PH7,pois_fourrager_hiver_2017,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
143,PH8,pois_fourrager_hiver_2018,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
144,PP5,pois_fourrager_printemps_2015,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
145,PP6,pois_fourrager_printemps_2016,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
146,PP7,pois_fourrager_printemps_2017,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
147,SA5,sainfoin_2015,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
148,SA6,sainfoin_2016,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
149,SA7,sainfoin_2017,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
150,SAD,sainfoin_deshyd,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
151,SAI,autre_sainfoin,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
152,SE5,serradelle_2015,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
153,SE6,serradelle_2016,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
154,SE7,serradelle_2017,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
155,SED,serradelle_deshyd,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
156,SER,autre_serradelle,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
157,TR5,trefle_2015,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
158,TR6,trefle_2016,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
159,TR7,trefle_2017,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
160,TR8,trefle_2018,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
161,TRD,trefle_deshyd,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
162,TRE,autre_trefle,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
163,VE5,vesce_2015,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
164,VE6,vesce_2016,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
165,VE7,vesce_2017,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
166,VE8,vesce_2018,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
167,VED,vesce_deshyd,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
168,VES,autre_vesce,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,rpg,
169,DTY,dactyle_temporaire,16,fou,fourrage,33,fou_poacees,fourrage_poacees,rpg,
170,FET,fetuque_temporaire,16,fou,fourrage,33,fou_poacees,fourrage_poacees,rpg,
171,FLO,fleole_temporaire,16,fou,fourrage,33,fou_poacees,fourrage_poacees,rpg,
172,GFP,autre_graminee_fourragere_pure_temporaire,16,fou,fourrage,33,fou_poacees,fourrage_poacees,rpg,
173,MOH,moha,16,fou,fourrage,33,fou_poacees,fourrage_poacees,rpg,
174,PAT,paturin_temporaire,16,fou,fourrage,33,fou_poacees,fourrage_poacees,rpg,
175,XFE,x_felium_temporaire,16,fou,fourrage,33,fou_poacees,fourrage_poacees,rpg,
176,LU5,luzerne_2015,16,fou,fourrage,34,LU,luzerne,rpg,
177,LU6,luzerne_2016,16,fou,fourrage,34,LU,luzerne,rpg,
178,LU7,luzerne_2017,16,fou,fourrage,34,LU,luzerne,rpg,
179,LU8,luzerne_2018,16,fou,fourrage,34,LU,luzerne,rpg,
180,LUD,luzerne_deshyd,16,fou,fourrage,34,LU,luzerne,rpg,
181,LUZ,autre_luzerne,16,fou,fourrage,34,LU,luzerne,rpg,
182,BOP,bois_pature,17,esti,estives_landes,35,esti,estives_landes,rpg,
183,SIN,surface_pastorale_non_utilise,17,esti,estives_landes,35,esti,estives_landes,rpg,
184,SPH,surface_pastorale_herbe_predominante,17,esti,estives_landes,35,esti,estives_landes,rpg,
185,SPL,surface_pastorale_fourrageres_ligneuses_predominantes,17,esti,estives_landes,35,esti,estives_landes,rpg,
186,PPH,prairie_permanente_herbe_predominante,18,pp,prairies_permanentes,36,pp,prairies_permanentes,rpg,
187,PRL,prairie_en_rotation_longue,18,pp,prairies_permanentes,36,pp,prairies_permanentes,rpg,
188,PTR,autre_prairie_temporaire,19,pt,prairies_temporaires,37,pt,prairies_temporaires,rpg,
189,RGA,ray_grass_temporaire,19,pt,prairies_temporaires,37,pt,prairies_temporaires,rpg,
190,AGR,agrume,20,verg,vergers,38,verg,vergers,rpg,
191,ANA,ananas,20,verg,vergers,38,verg,vergers,rpg,
192,AVO,avocat,20,verg,vergers,38,verg,vergers,rpg,
193,BCA,banane_creole_fruit_legume_autre,20,verg,vergers,38,verg,vergers,rpg,
194,BCF,banane_creole_fruit_legume_fermage,20,verg,vergers,38,verg,vergers,rpg,
195,BCI,banane_creole_fruit_legume_indivision,20,verg,vergers,38,verg,vergers,rpg,
196,BCP,banane_creole_fruit_legume_propriete,20,verg,vergers,38,verg,vergers,rpg,
197,BCR,banane_creole_fruit_legume_reforme_fonciere,20,verg,vergers,38,verg,vergers,rpg,
198,BEA,banane_export_autre,20,verg,vergers,38,verg,vergers,rpg,
199,BEF,banane_export_fermage,20,verg,vergers,38,verg,vergers,rpg,
200,BEI,banane_export_indivision,20,verg,vergers,38,verg,vergers,rpg,
201,BEP,banane_export_propriete,20,verg,vergers,38,verg,vergers,rpg,
202,BER,banane_export_reforme_fonciere,20,verg,vergers,38,verg,vergers,rpg,
203,CAC,cafe_cacao,20,verg,vergers,38,verg,vergers,rpg,
204,CBT,cerise_bigarreau_transfo,20,verg,vergers,38,verg,vergers,rpg,
205,PFR,petit_fruit_rouge,20,verg,vergers,38,verg,vergers,rpg,
206,PRU,prune_ente_transfo,20,verg,vergers,38,verg,vergers,rpg,
207,PVT,peche_pavie_transfo,20,verg,vergers,38,verg,vergers,rpg,
208,PWT,poire_williams_transfo,20,verg,vergers,38,verg,vergers,rpg,
209,VGD,verger_dom,20,verg,vergers,38,verg,vergers,rpg,
210,VRG,verger,20,verg,vergers,38,verg,vergers,rpg,
211,RVI,restructuration_vignoble,21,vign,vignes,39,vign,vignes,rpg,
212,VRC,vigne_cuve,21,vign,vignes,39,vign,vignes,rpg,
213,VRN,vigne_cuve_non_prod,21,vign,vignes,39,vign,vignes,rpg,
214,VRT,vigne_table,21,vign,vignes,39,vign,vignes,rpg,
215,CAB,caroube,22,fruit_coq,fruits_a_coque,40,fruit_coq,fruits_a_coque,rpg,
216,CTG,chataigne,22,fruit_coq,fruits_a_coque,40,fruit_coq,fruits_a_coque,rpg,
217,NOS,noisette,22,fruit_coq,fruits_a_coque,40,fruit_coq,fruits_a_coque,rpg,
218,NOX,noix,22,fruit_coq,fruits_a_coque,40,fruit_coq,fruits_a_coque,rpg,
219,PIS,pistache,22,fruit_coq,fruits_a_coque,40,fruit_coq,fruits_a_coque,rpg,
220,OLI,oliveraie,23,oliv,oliviers,41,oliv,oliviers,rpg,
221,AAR,plante_a_non_perennes,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
222,AME,plante_a_parfum_medicinale_non_perenne,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
223,ANE,aneth,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
224,ANG,angelique,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
225,ANI,anis,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
226,ARP,plante_aromatique_perenne_autre_que_vanille,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
227,BAR,bardane,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
228,BAS,basilic,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
229,BRH,bourrache_temporaire,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
230,CAV,carvi,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
231,CHR,chardon_marie,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
232,CIB,ciboulette,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
233,CML,cameline,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
234,CMM,camomille,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
235,CRD,coriandre,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
236,CRF,cerfeuil,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
237,CUM,cumin,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
238,CUR,curcuma,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
239,EST,estragon,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
240,FNO,fenouil,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
241,FNU,fenugrec,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
242,HBL,houblon,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
243,LAV,lavande_lavandin,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
244,MAV,mauve,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
245,MLI,melisse,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
246,MLP,millepertuis,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
247,MOT,moutarde,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
248,MRJ,marjolaine_origan,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
249,MTH,menthe,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
250,ORT,ortie,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
251,OSE,oseille,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
252,PAR,plante_aromatique_autre_que_vanille,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
253,PMD,plante_medicinale,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
254,PME,plante_medicinale_perenne,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
255,PPA,autre_plante_a_parfum_aromatique_medicinale_annuelle,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
256,PPF,plante_a_parfum_autre,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
257,PPP,autre_plante_a_parfum_aromatique_medicinale_perenne,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
258,PRF,plante_a_parfum_perenne,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
259,PSL,persil,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
260,PSN,psyllium_noir_provence,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
261,PSY,plantain_psyllium,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
262,ROM,romarin,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
263,SGE,sauge,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
264,SRI,sarriette,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
265,TAB,tabac,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
266,THY,thym,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
267,TOT,tomate_transfo,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
268,VAL,valeriane,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
269,VNB,vanille_sous_bois,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
270,VNL,vanille,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
271,VNV,vanille_verte,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
272,YLA,ylang_ylang,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,rpg,
273,BTN,betterave_non_fourragere,24,a_indus,autres_cult_indus,43,BTN,betterave_non_fourragere,rpg,
274,AIL,ail,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
275,ART,artichaut,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
276,AUB,aubergine,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
277,BLT,bleuet,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
278,BUR,bugle_rampante,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
279,CAR,carotte,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
