id,code,name,grp1,code_grp1,name_grp1,grp2,code_grp2,name_grp2,source,Other cat
280,CCN,concombre_cornichon,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
281,CCT,courgette_citrouille,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
282,CEL,celeri,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
283,CES,chicoree_endive_scarole,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
284,CHU,chou,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
285,CMB,courge_musquee_butternut,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
286,CRA,cresson_alenois_temporaire,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
287,CRN,cornille,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
288,CRS,cresson,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
289,CSS,culture_sous_serre_hors_sol,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
290,DOL,dolique,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
291,EPI,epinard,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
292,FLA,autre_legume_ou_fruit_annuel,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
293,FLP,autre_legume_ou_fruit_perenne,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
294,FRA,fraise,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
295,GER,geranium,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
296,HPC,horticulture_ornementale_plein_champ,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
297,HSA,horticulture_ornementale_sous_abri,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
298,LBF,salade,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
299,LSA,legume_sous_abri,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
300,MAC,mache,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
301,MDI,maraichage_divers,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
302,MRG,marguerite,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
303,NVT,navet,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
304,OIG,oignon_echalote,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
305,PAN,panais,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
306,PAQ,paquerette,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
307,PAS,pasteque,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
308,PHF,pois_haricot_frais,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
309,PHS,pois_haricot_sec,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
310,PMV,primevere,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
311,POR,poireau,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
312,POT,potiron_potimarron,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
313,PSE,pensee,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
314,PVP,poivron_piment,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
315,RDI,radis,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
316,ROQ,roquette,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
317,RUT,rutabaga,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
318,SFI,salsifis,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
319,TOM,tomate,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
320,TOP,topinambour,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
321,VER,veronique,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,rpg,
322,HAR,haricot_flageolet,25,leg_fl,legumes_fleurs,45,HAR,haricot_flageolet,rpg,
323,MLO,melon,25,leg_fl,legumes_fleurs,46,MLO,melon,rpg,
324,PPO,petits_pois,25,leg_fl,legumes_fleurs,47,PPO,petits_pois,rpg,
325,PTC,pomme_terre_conso,25,leg_fl,legumes_fleurs,48,PDT,pomme_de_terre,rpg,
326,PTF,pomme_terre_fec,25,leg_fl,legumes_fleurs,48,PDT,pomme_de_terre,rpg,
327,CSA,canne_a_sucre_autre,26,cann,canne_sucre,49,cann,canne_sucre,rpg,
328,CSF,canne_a_sucre_fermage,26,cann,canne_sucre,49,cann,canne_sucre,rpg,
329,CSI,canne_a_sucre_indivision,26,cann,canne_sucre,49,cann,canne_sucre,rpg,
330,CSP,canne_a_sucre_propriete,26,cann,canne_sucre,49,cann,canne_sucre,rpg,
331,CSR,canne_a_sucre_reforme_fonciere,26,cann,canne_sucre,49,cann,canne_sucre,rpg,
332,ACA,autre_culture_non_precisee,28,div,divers,50,div,divers,rpg,
333,ACP,autre_culture_perenne,28,div,divers,50,div,divers,rpg,
334,BFP,bande_avec_prod,28,div,divers,50,div,divers,rpg,
335,BFS,bande_sans_prod,28,div,divers,50,div,divers,rpg,
336,BOR,bordure_champ,28,div,divers,50,div,divers,rpg,
337,BRO,brome_temporaire,28,div,divers,50,div,divers,rpg,
338,BTA,bande_tampon,28,div,divers,50,div,divers,rpg,
339,CAE,chataigneraie_entretenue,28,div,divers,50,div,divers,rpg,
340,CEE,chenaie_entretenue,28,div,divers,50,div,divers,rpg,
341,CID,cultures_interrangs_2cultures,28,div,divers,50,div,divers,rpg,
342,CIT,cultures_interrangs_3cultures,28,div,divers,50,div,divers,rpg,
343,CNA,chataigneraie_non_entretenue,28,div,divers,50,div,divers,rpg,
344,CNE,chenaie_non_entretenue,28,div,divers,50,div,divers,rpg,
345,CUA,culture_abattis,28,div,divers,50,div,divers,rpg,
346,GRA,graminee_gazon_semence,28,div,divers,50,div,divers,rpg,
347,MCT,miscanthus,28,div,divers,50,div,divers,rpg,
348,MPA,autre_melange_plantes_n,28,div,divers,50,div,divers,rpg,
349,MRS,marais_salant,28,div,divers,50,div,divers,rpg,
350,MSW,culture_perenne_biomass,28,div,divers,50,div,divers,rpg,
351,NYG,nyger,28,div,divers,50,div,divers,rpg,
352,PCL,phacelie_temporaire,28,div,divers,50,div,divers,rpg,
353,PEP,pepiniere,28,div,divers,50,div,divers,rpg,
354,PEV,pepiniere_jeune,28,div,divers,50,div,divers,rpg,
355,ROS,roseliere,28,div,divers,50,div,divers,rpg,
356,SAG,roseliere_sagnes,28,div,divers,50,div,divers,rpg,
357,SBO,surface_boisee_sur_une_ancienne_terre_agricole,28,div,divers,50,div,divers,rpg,
358,SHD,surface_hautement_diversifié,28,div,divers,50,div,divers,rpg,
359,SNA,surface_non_agricole_non_visible,28,div,divers,50,div,divers,rpg,
360,SNE,surface_agricole_temporairement_non_exploitee,28,div,divers,50,div,divers,rpg,
361,SNU,parc_elevage_couvert_degrade,28,div,divers,50,div,divers,rpg,
362,TBT,tubercule_tropical,28,div,divers,50,div,divers,rpg,
363,TCR,taillis_courte_rotation,28,div,divers,50,div,divers,rpg,
364,TRU,truffiere_chenaie_plants_mycorhizes,28,div,divers,50,div,divers,rpg,
365,VET,vetiver,28,div,divers,50,div,divers,rpg,
366,ZZZ,culture_inconnue,28,div,divers,50,div,divers,rpg,
501,,"Autres surfaces dans la SAU, avec contributions",28,div,divers,50,div,divers,nutzung,Autre surface au sein de la SAU 
502,,"Autres surfaces dans la SAU, sans contributions",28,div,divers,50,div,divers,nutzung,Autre surface au sein de la SAU 
503,,Asperges,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,nutzung,Autres cultures pérennes
504,,"Autres pepinieres (roses, fruits, etc.)",28,div,divers,50,div,divers,nutzung,Autres cultures pérennes
505,,"Autres pepinieres (rosiers, plantes ornementales, etc.)",,,,,,,nutzung,Autres cultures pérennes
506,,"Autres surfaces de cultures perennes, avec contributions",,,,,,,nutzung,Autres cultures pérennes
507,,"Autres surfaces de cultures perennes, avec contributions, agregee",,,,,,,nutzung,Autres cultures pérennes
508,,"Autres surfaces de cultures perennes, sans contributions",,,,,,,nutzung,Autres cultures pérennes
509,,Baies pluriannuelles,,,,,,,nutzung,Autres cultures pérennes
510,,"Buissons, arbrisseaux et arbustes ornementaux",,,,,,,nutzung,Autres cultures pérennes
511,,Champignons en pleine terre,28,div,divers,50,div,divers,nutzung,Autres cultures pérennes
512,,Chataigneraies entretenues (surface),22,fruit_coq,fruits_a_coque,40,fruit_coq,fruits_a_coque,nutzung,Autres cultures pérennes
513,,Cultures de muriers (alimentation des vers a soie),28,div,divers,50,div,divers,nutzung,Autres cultures pérennes
514,,Cultures horticoles pluriannuelles de plein air (pas en serres),25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,nutzung,Autres cultures pérennes
515,,Houblon,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,nutzung,Autres cultures pérennes
516,,"Matieres premieres renouvelables pluriannuelles (roseau de Chine, etc.)",,,,,,,nutzung,Autres cultures pérennes
517,,Pepiniere de fruits et de baies,28,div,divers,50,div,divers,nutzung,Autres cultures pérennes
518,,Pepinieres de plantes forestieres hors zone forestiere,28,div,divers,50,div,divers,nutzung,Autres cultures pérennes
519,,Pepinieres viticoles,28,div,divers,50,div,divers,nutzung,Autres cultures pérennes
520,,Permaculture,,,,,,,nutzung,Autres cultures pérennes
521,,Plantes aromatiques et plantes medicinales pluriannuelles,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,nutzung,Autres cultures pérennes
522,,Rhubarbe,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,nutzung,Autres cultures pérennes
523,,Sapins de Noel,28,div,divers,50,div,divers,nutzung,Autres cultures pérennes
524,,Truffieres,28,div,divers,50,div,divers,nutzung,Autres cultures pérennes
525,,"Autres cultures fruitieres (kiwis, sureau, etc.)",25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,nutzung,Cultures fruitières
526,,Cultures fruitieres (fruits a noyau),20,verg,vergers,38,verg,vergers,nutzung,Cultures fruitières
527,,Cultures fruitieres (poires),20,verg,vergers,38,verg,vergers,nutzung,Cultures fruitières
528,,Cultures fruitieres (pommes),20,verg,vergers,38,verg,vergers,nutzung,Cultures fruitières
529,,Cultures fruitieres agregee,20,verg,vergers,38,verg,vergers,nutzung,Cultures fruitières
530,,Autres cultures sous abri avec fondations permanentes,,,,,,,nutzung,Cultures protégées 
531,,"Autres cultures sous abri sans fondations permanentes, avec contributions",,,,,,,nutzung,Cultures protégées 
532,,"Autres cultures sous abri sans fondations permanentes, sans contributions",,,,,,,nutzung,Cultures protégées 
533,,Autres cultures speciales sous abri avec fondations permanentes,,,,,,,nutzung,Cultures protégées 
534,,Autres cultures speciales sous abri sans fondations permanentes,,,,,,,nutzung,Cultures protégées 
535,,Cultures horticoles sous abri avec fondations permanentes,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,nutzung,Cultures protégées 
536,,Cultures horticoles sous abri sans fondations permanentes,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,nutzung,Cultures protégées 
537,,Cultures maraicheres sous abri avec fondations permanentes,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,nutzung,Cultures protégées 
538,,Cultures maraicheres sous abri sans fondations permanentes,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,nutzung,Cultures protégées 
539,,Cultures maraicheres sous abri sans fondations permanentes; sur des tables de plantation ou des etageres,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,nutzung,Cultures protégées 
540,,Cultures maraicheres sous abri sans fondations permanentes; sur sol naturel,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,nutzung,Cultures protégées 
541,,"Cultures sous abri sans fondations permanentes, avec contributions, agregee",,,,,,,nutzung,Cultures protégées 
542,,Foret,,,,,,,nutzung,Foret
543,,"Haies, bosquets champetres et berges boisees (avec la bande herbeuse)",,,,,,,nutzung,"Haies, bosquets et berges boisées "
544,,"Haies, bosquets champetres et berges boisees (avec la bande tampon) (Surfaces de promotion de la biodiversite specifiques a la region)",,,,,,,nutzung,"Haies, bosquets et berges boisées "
545,,"Paturages (paturages attenants a la ferme, autres paturages sauf les paturages d'estivage)",17,esti,estives_landes,35,esti,estives_landes,nutzung,Paturages permanents
546,,Paturages boises (sauf surfaces boisees),17,esti,estives_landes,35,esti,estives_landes,nutzung,Paturages permanents
547,,Paturages extensifs,17,esti,estives_landes,35,esti,estives_landes,nutzung,Paturages permanents
548,,Surfaces de promotion de la biodiversite specifiques a la region (paturages),17,esti,estives_landes,35,esti,estives_landes,nutzung,Paturages permanents
549,,Autres prairies permanentes (sans les paturages),,,,,,,nutzung,Prairies permanentes
550,,Autres surfaces herbageres (surface herbagere permanente) avec contributions,,,,,,,nutzung,Prairies permanentes
551,,Autres surfaces herbageres (surface herbagere permanente) sans contributions,,,,,,,nutzung,Prairies permanentes
552,,"Prairies de fauche en region d'estivage, autres",17,esti,estives_landes,35,esti,estives_landes,nutzung,Prairies permanentes
553,,"Prairies de fauche en region d'estivage, type prairie peu intensive",17,esti,estives_landes,35,esti,estives_landes,nutzung,Prairies permanentes
554,,Prairies extensives (sans les paturages),18,pp,prairies_permanentes,36,pp,prairies_permanentes,nutzung,Prairies permanentes
555,,Prairies peu intensives (sans les paturages),18,pp,prairies_permanentes,36,pp,prairies_permanentes,nutzung,Prairies permanentes
556,,Prairies riveraines (sauf les paturages),18,pp,prairies_permanentes,36,pp,prairies_permanentes,nutzung,Prairies permanentes
557,,Prairies riveraines d'un cours d'eau (sauf les paturages),18,pp,prairies_permanentes,36,pp,prairies_permanentes,nutzung,Prairies permanentes
558,,"Surfaces de promotion de la biodiversite specifiques a la region (Surface herbagere, sauf les paturages)",,,,,,,nutzung,Prairies permanentes
559,,Paturages d'estivage,17,esti,estives_landes,35,esti,estives_landes,nutzung,Surface d'estivage
560,,Surfaces a litiere dans la SAU,,,,,,,nutzung,Surfaces à litière
561,,Autres surfaces situees en dehors de la SAU et la SE,,,,,,,nutzung,Surfaces en dehors de la SAU
562,,Chemins naturels non stabilises,,,,,,,nutzung,Surfaces en dehors de la SAU
563,,"Fosses humides, mares, etangs",,,,,,,nutzung,Surfaces en dehors de la SAU
564,,Jardins potager,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,nutzung,Surfaces en dehors de la SAU
565,,Murs de pierres seches,,,,,,,nutzung,Surfaces en dehors de la SAU
566,,"Production agricole sous abri (par ex. champignons de Paris, chicoree witloof)",,,,,,,nutzung,Surfaces en dehors de la SAU
567,,Surfaces de promotion de la biodiversite specifiques a la region,,,,,,,nutzung,Surfaces en dehors de la SAU
568,,"Surfaces dont l'affectation principale n'est pas l'exploitation agricole (terrains a batir equipes et surfaces comprises dans les terrains de golf et de camping, aerodromes et terrains d'entrainement militaire, surfaces delimitees des bas-cotes des lignes de chemins de fer, de routes publiques, de cours et de plans d'eau)",,,,,,,nutzung,Surfaces en dehors de la SAU
569,,"Surfaces improductives (p. ex. haies sans les bandes tampons, surfaces broyees, surfaces avec un degre eleve de mauvaises herbes)",28,div,divers,50,div,divers,nutzung,Surfaces en dehors de la SAU
570,,"Surfaces ruderales, tas d'epierrage et affleurements rocheux",,,,,,,nutzung,Surfaces en dehors de la SAU
571,,"Amidonnier, engrain",,,,,,,nutzung,Terres cultivées
572,,Autre chanvre,9,plte_fb,plante_a_fibre,26,CHV,chanvre,nutzung,Terres cultivées
573,,Autres prairies artificielles donnant droit aux contributions (p.ex. paturages pour porcs et volaille),,,,,,,nutzung,Terres cultivées
574,,Autres terres ouvertes avec contributions,,,,,,,nutzung,Terres cultivées
575,,Autres terres ouvertes ne donnant pas droit aux contributions (surfaces de promotion de la biodiversite specifiques a la region),,,,,,,nutzung,Terres cultivées
576,,Autres terres ouvertes sans contributions,,,,,,,nutzung,Terres cultivées
577,,"avec des cereales ou de la cameline, au moins 30 % de lentilles lors de la recolte (pour la production de grains)",,,,,,,nutzung,Terres cultivées
578,,Avoine,4,cer_2nd,autres_cereales,,,,nutzung,Terres cultivées
579,,Baies annuelles (p.ex. fraises),,,,,,,nutzung,Terres cultivées
580,,Bande culturale extensive,,,,,,,nutzung,Terres cultivées
581,,Betteraves fourrageres,16,fou,fourrage,31,fou_autres,fourrage_autres,nutzung,Terres cultivées
582,,Betteraves sucrieres,24,a_indus,autres_cult_indus,43,BTN,betterave_non_fourragere,nutzung,Terres cultivées
583,,Ble d'automne (sans ble fourrager de la liste swiss granum),1,ble,ble_tendre,1,BTH,ble_tendre_hiver,nutzung,Terres cultivées
584,,Ble de printemps (sans ble fourrager de la liste swiss granum),1,ble,ble_tendre,2,BTP,ble_tendre_printemps,nutzung,Terres cultivées
585,,Ble dur,4,cer_2nd,autres_cereales,10,BDH,ble_dur_hiver,nutzung,Terres cultivées
586,,Ble fourrager selon liste swiss granum,4,cer_2nd,autres_cereales,12,cer_2nd,autres_cereales,nutzung,Terres cultivées
587,,Cameline,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,nutzung,Terres cultivées
588,,Carthame,,,,,,,nutzung,Terres cultivées
589,,Cereales ensilees,4,cer_2nd,autres_cereales,12,cer_2nd,autres_cereales,nutzung,Terres cultivées
590,,Chanvre pour l'utilisation des fibres,9,plte_fb,plante_a_fibre,26,CHV,chanvre,nutzung,Terres cultivées
591,,Chanvre pour l'utilisation des graines,9,plte_fb,plante_a_fibre,26,CHV,chanvre,nutzung,Terres cultivées
592,,Colza d'automne comme matiere premiere renouvelable,5,colz,colza,18,CZH,colza_hiver,nutzung,Terres cultivées
593,,Colza d'automne destine a la fabrication d'huile comestible,5,colz,colza,19,olea,autres_oleagineux,nutzung,Terres cultivées
594,,Colza de printemps comme matiere premiere renouvelable,5,colz,colza,19,olea,autres_oleagineux,nutzung,Terres cultivées
595,,Colza de printemps destine a la fabrication d'huile comestible,5,colz,colza,19,olea,autres_oleagineux,nutzung,Terres cultivées
596,,Courges a huile,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,nutzung,Terres cultivées
597,,"Cultures horticoles annuelles de plein champ (fleurs, gazon en rouleaux, etc.)",25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,nutzung,Terres cultivées
598,,Cultures maraicheres de plein champ annuelles (sauf les legumes de conserve),25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,nutzung,Terres cultivées
599,,Epeautre,4,cer_2nd,autres_cereales,13,cer_2nd_h,autres_cereales_hiver,nutzung,Terres cultivées
600,,Graminees fourrageres destinees a la production de semences (contrat de culture),,,,,,,nutzung,Terres cultivées
601,,Haricots et vesces en grains (p.ex. feveroles),25,leg_fl,legumes_fleurs,45,HAR,haricot_flageolet,nutzung,Terres cultivées
602,,Jachere florale,11,gel_sp,gel_sans_prod,28,gel_sp,gel_sans_prod,nutzung,Terres cultivées
603,,Jachere tournante,11,gel_sp,gel_sans_prod,28,gel_sp,gel_sans_prod,nutzung,Terres cultivées
604,,Legumes de conserve cultives en plein champ,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,nutzung,Terres cultivées
605,,Legumineuses fourrageres destinees a la production de semences (contrat de culture),16,fou,fourrage,32,fou_fabacees,fourrage_fabacees,nutzung,Terres cultivées
606,,Lentilles,15,leg_gr,legumineuses_graines,30,leg_gr,legumineuses_graines,nutzung,Terres cultivées
607,,Lin,9,plte_fb,plante_a_fibre,27,LIF,lin_fibres,nutzung,Terres cultivées
608,,Lupins,8,prot,proteagineux,25,prot,proteagineux,nutzung,Terres cultivées
609,,Mais d'ensilage et mais vert,2,mais,mais,4,MIE,mais_ensilage,nutzung,Terres cultivées
610,,Mais grain,2,mais,mais,5,MIS,mais_grain_semence,nutzung,Terres cultivées
611,,Meteil de cereales fourrageres,16,fou,fourrage,31,fou_autres,fourrage_autres,nutzung,Terres cultivées
612,,Meteil de cereales panifiables,,,,,,,nutzung,Terres cultivées
613,,"Meteil de haricots, de vesces, de pois, de pois chiches et de lupins avec des cereales ou de la cameline, au moins 30 % de legumineuses lors de la recolte (pour la production de grains)",,,,,,,nutzung,Terres cultivées
614,,"Meteil de lentilles avec des cereales ou de la cameline, au moins 30 % de lentilles lors de la recolte (pour la production de grains)",,,,,,,nutzung,Terres cultivées
615,,Millet,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,nutzung,Terres cultivées
616,,Millet grains,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,nutzung,Terres cultivées
617,,Millet plante entiere,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,nutzung,Terres cultivées
618,,Moutarde,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,nutzung,Terres cultivées
619,,Orge d'automne,3,orge,orge,6,ORH,orge_hiver,nutzung,Terres cultivées
620,,Orge de printemps,3,orge,orge,7,ORP,orge_printemps,nutzung,Terres cultivées
621,,Ourlet sur terres assolees,,,,,,,nutzung,Terres cultivées
622,,Pavot,,,,,,,nutzung,Terres cultivées
623,,Plantes aromatiques et medicinales annuelles,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,nutzung,Terres cultivées
624,,Plants de pommes de terre (contrat de culture),28,div,divers,50,div,divers,nutzung,Terres cultivées
625,,Pois chiches,15,leg_gr,legumineuses_graines,30,leg_gr,legumineuses_graines,nutzung,Terres cultivées
626,,Pois en grains (p.ex. pois proteagineux),8,prot,proteagineux,25,prot,proteagineux,nutzung,Terres cultivées
627,,Pommes de terre,25,leg_fl,legumes_fleurs,48,PDT,pomme_de_terre,nutzung,Terres cultivées
628,,Prairies artificielles (sans les paturages),19,pt,prairies_temporaires,37,pt,prairies_temporaires,nutzung,Terres cultivées
629,,Quinoa,,,,,,,nutzung,Terres cultivées
630,,Racines de chicoree,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs,nutzung,Terres cultivées
631,,Riz,14,riz,riz,29,riz,riz,nutzung,Terres cultivées
632,,Sarrasin,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps,nutzung,Terres cultivées
633,,Seigle,4,cer_2nd,autres_cereales,12,cer_2nd,autres_cereales,nutzung,Terres cultivées
634,,Semences de mais (contrat de culture),,,,,,,nutzung,Terres cultivées
635,,Soja,7,olea,autres_oleagineux,24,SOJ,soja,nutzung,Terres cultivées
636,,Sorgho,4,cer_2nd,autres_cereales,15,SOG,sorgho,nutzung,Terres cultivées
637,,Sorgho grains,4,cer_2nd,autres_cereales,15,SOG,sorgho,nutzung,Terres cultivées
638,,Sorgho plante entiere,4,cer_2nd,autres_cereales,15,SOG,sorgho,nutzung,Terres cultivées
639,,Tabac,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus,nutzung,Terres cultivées
640,,Terres ouvertes donnant droit aux contributions (surfaces de promotion de la biodiversite specifiques a la region),11,gel_sp,gel_sans_prod,28,gel_sp,gel_sans_prod,nutzung,Terres cultivées
641,,Tournesol comme matiere premiere renouvelable,6,TRN,tournesol,20,TRN,tournesol,nutzung,Terres cultivées
642,,Tournesol destine a la fabrication d'huile comestible,6,TRN,tournesol,20,TRN,tournesol,nutzung,Terres cultivées
643,,Triticale,4,cer_2nd,autres_cereales,12,cer_2nd,autres_cereales,nutzung,Terres cultivées
644,,Surfaces viticoles presentant une biodiversite naturelle,21,vign,vignes,39,vign,vignes,nutzung,Vignobles
645,,Vignes,21,vign,vignes,39,vign,vignes,nutzung,Vignobles
646,,Vignes (surfaces de promotion de la biodiversite specifiques a la re-gion),21,vign,vignes,39,vign,vignes,nutzung,Vignobles
1001,,Sealed,,,,,,,clcplus,
1002,,Woody needle leaved trees,,,,,,,clcplus,
1003,,Woody Broadleaved deciduous trees,,,,,,,clcplus,
1004,,Woody Broadleaved evergreen trees,,,,,,,clcplus,
1005,,Low-growing woody plants,,,,,,,clcplus,
1006,,Permanent herbaceous,,,,,,,clcplus,
1007,,Periodically herbaceous,,,,,,,clcplus,
1008,,Lichens and mosses,,,,,,,clcplus,
1009,,Non and sparsely vegetated,,,,,,,clcplus,
1010,,Water,,,,,,,clcplus,
1011,,Snow and ice,,,,,,,clcplus,
1254,,Outside area,,,,,,,clcplus,
1255,,No data,,,,,,,clcplus
