id,code,name,source,grp1,code_grp1,name_grp1,grp2,code_grp2,name_grp2
283,CES,chicoree_endive_scarole,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
284,CHU,chou,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
285,CMB,courge_musquee_butternut,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
289,CSS,culture_sous_serre_hors_sol,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
291,EPI,epinard,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
292,FLA,autre_legume_ou_fruit_annuel,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
293,FLP,autre_legume_ou_fruit_perenne,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
294,FRA,fraise,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
296,HPC,horticulture_ornementale_plein_champ,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
298,LBF,salade,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
301,MDI,maraichage_divers,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
303,NVT,navet,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
304,OIG,oignon_echalote,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
305,PAN,panais,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
307,PAS,pasteque,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
308,PHF,pois_haricot_frais,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
309,PHS,pois_haricot_sec,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
311,POR,poireau,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
312,POT,potiron_potimarron,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
314,PVP,poivron_piment,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
315,RDI,radis,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
316,ROQ,roquette,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
319,TOM,tomate,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
320,TOP,topinambour,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
322,HAR,haricot_flageolet,rpg,25,leg_fl,legumes_fleurs,45,HAR,haricot_flageolet
323,MLO,melon,rpg,25,leg_fl,legumes_fleurs,46,MLO,melon
324,PPO,petits_pois,rpg,25,leg_fl,legumes_fleurs,47,PPO,petits_pois
325,PTC,pomme_terre_conso,rpg,25,leg_fl,legumes_fleurs,48,PDT,pomme_de_terre
333,ACP,autre_culture_perenne,rpg,28,div,divers,50,div,divers
337,BRO,brome_temporaire,rpg,28,div,divers,50,div,divers
340,CEE,chenaie_entretenue,rpg,28,div,divers,50,div,divers
341,CID,cultures_interrangs_2cultures,rpg,28,div,divers,50,div,divers
346,GRA,graminee_gazon_semence,rpg,28,div,divers,50,div,divers
347,MCT,miscanthus,rpg,28,div,divers,50,div,divers
348,MPA,autre_melange_plantes_n,rpg,28,div,divers,50,div,divers
350,MSW,culture_perenne_biomass,rpg,28,div,divers,50,div,divers
351,NYG,nyger,rpg,28,div,divers,50,div,divers
352,PCL,phacelie_temporaire,rpg,28,div,divers,50,div,divers
353,PEP,pepiniere,rpg,28,div,divers,50,div,divers
354,PEV,pepiniere_jeune,rpg,28,div,divers,50,div,divers
355,ROS,roseliere,rpg,28,div,divers,50,div,divers
357,SBO,surface_boisee_sur_une_ancienne_terre_agricole,rpg,28,div,divers,50,div,divers
360,SNE,surface_agricole_temporairement_non_exploitee,rpg,28,div,divers,50,div,divers
361,SNU,parc_elevage_couvert_degrade,rpg,28,div,divers,50,div,divers
363,TCR,taillis_courte_rotation,rpg,28,div,divers,50,div,divers
364,TRU,truffiere_chenaie_plants_mycorhizes,rpg,28,div,divers,50,div,divers
401,VRC,Vigne,adrien,20,verg,vergers,38,verg,vergers
402,VRG,verger,claire,20,verg,vergers,38,verg,vergers
403,VRG,olivier,claire,20,verg,vergers,38,verg,vergers
404,VRG,poirier,claire,20,verg,vergers,38,verg,vergers
405,VRG,pommier,claire,20,verg,vergers,38,verg,vergers
501,ZZZ,"Autres surfaces dans la SAU, avec contributions",nutzung,28,div,divers,50,div,divers
502,ZZZ,"Autres surfaces dans la SAU, sans contributions",nutzung,28,div,divers,50,div,divers
503,FLA,Asperges,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
504,PEP,"Autres pepinieres (roses, fruits, etc.)",nutzung,28,div,divers,50,div,divers
505,PEP,"Autres pepinieres (rosiers, plantes ornementales, etc.)",nutzung,28,div,divers,50,div,divers
506,ACP,"Autres surfaces de cultures perennes, avec contributions",nutzung,28,div,divers,50,div,divers
507,ACP,"Autres surfaces de cultures perennes, avec contributions, agregee",nutzung,28,div,divers,50,div,divers
508,ACP,"Autres surfaces de cultures perennes, sans contributions",nutzung,28,div,divers,50,div,divers
509,PFR,Baies pluriannuelles,nutzung,20,verg,vergers,38,verg,vergers
510,HPC,"Buissons, arbrisseaux et arbustes ornementaux",nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
511,ZZZ,Champignons en pleine terre,nutzung,28,div,divers,50,div,divers
515,HBL,Houblon,nutzung,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
519,PEP,Pepinieres viticoles,nutzung,28,div,divers,50,div,divers
520,ZZZ,Permaculture,nutzung,28,div,divers,50,div,divers
521,PPP,Plantes aromatiques et plantes medicinales pluriannuelles,nutzung,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
522,FLP,Rhubarbe,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
523,HPC,Sapins de Noel,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
524,TRU,Truffieres,nutzung,28,div,divers,50,div,divers
525,VRG,"Autres cultures fruitieres (kiwis, sureau, etc.)",nutzung,20,verg,vergers,38,verg,vergers
526,VRG,Cultures fruitieres (fruits a noyau),nutzung,20,verg,vergers,38,verg,vergers
527,PWT,Cultures fruitieres (poires),nutzung,20,verg,vergers,38,verg,vergers
528,VRG,Cultures fruitieres (pommes),nutzung,20,verg,vergers,38,verg,vergers
529,VRG,Cultures fruitieres agregee,nutzung,20,verg,vergers,38,verg,vergers
534,ZZZ,Autres cultures speciales sous abri sans fondations permanentes,nutzung,28,div,divers,50,div,divers
537,MDI,Cultures maraicheres sous abri avec fondations permanentes,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
538,MDI,Cultures maraicheres sous abri sans fondations permanentes,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
540,MDI,Cultures maraicheres sous abri sans fondations permanentes; sur sol naturel,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
541,ZZZ,"Cultures sous abri sans fondations permanentes, avec contributions, agregee",nutzung,28,div,divers,50,div,divers
543,BOR,"Haies, bosquets champetres et berges boisees (avec la bande herbeuse)",nutzung,28,div,divers,50,div,divers
544,BOR,"Haies, bosquets champetres et berges boisees (avec la bande tampon) (Surfaces de promotion de la biodiversite specifiques a la region)",nutzung,28,div,divers,50,div,divers
545,PPH,"Paturages (paturages attenants a la ferme, autres paturages sauf les paturages d'estivage)",nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
547,PPH,Paturages extensifs,nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
548,PPH,Surfaces de promotion de la biodiversite specifiques a la region (paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
549,PPH,Autres prairies permanentes (sans les paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
550,PPH,Autres surfaces herbageres (surface herbagere permanente) avec contributions,nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
551,PPH,Autres surfaces herbageres (surface herbagere permanente) sans contributions,nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
554,PPH,Prairies extensives (sans les paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
555,PPH,Prairies peu intensives (sans les paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
556,PPH,Prairies riveraines (sauf les paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
557,PPH,Prairies riveraines d'un cours d'eau (sauf les paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
558,PPH,"Surfaces de promotion de la biodiversite specifiques a la region (Surface herbagere, sauf les paturages)",nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
559,SPH,Paturages d'estivage,nutzung,17,esti,estives_landes,35,esti,estives_landes
560,ZZZ,Surfaces a litiere dans la SAU,nutzung,28,div,divers,50,div,divers
571,CHT,"Amidonnier, engrain",nutzung,4,cer_2nd,autres_cereales,13,cer_2nd_h,autres_cereales_hiver
572,CHV,Autre chanvre,nutzung,9,plte_fb,plante_a_fibre,26,CHV,chanvre
573,PRL,Autres prairies artificielles donnant droit aux contributions (p.ex. paturages pour porcs et volaille),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
574,ZZZ,Autres terres ouvertes avec contributions,nutzung,28,div,divers,50,div,divers
575,ZZZ,Autres terres ouvertes ne donnant pas droit aux contributions (surfaces de promotion de la biodiversite specifiques a la region),nutzung,28,div,divers,50,div,divers
576,ZZZ,Autres terres ouvertes sans contributions,nutzung,28,div,divers,50,div,divers
577,MLF,"avec des cereales ou de la cameline, au moins 30 % de lentilles lors de la recolte (pour la production de grains)",nutzung,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
578,AVP,Avoine,nutzung,4,cer_2nd,autres_cereales,9,AVP,avoine_printemps
579,FRA,Baies annuelles (p.ex. fraises),nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
580,BFS,Bande culturale extensive,nutzung,28,div,divers,50,div,divers
581,BVF,Betteraves fourrageres,nutzung,16,fou,fourrage,31,fou_autres,fourrage_autres
582,BTN,Betteraves sucrieres,nutzung,24,a_indus,autres_cult_indus,43,BTN,betterave_non_fourragere
583,BDH,Ble d'automne (sans ble fourrager de la liste swiss granum),nutzung,4,cer_2nd,autres_cereales,10,BDH,ble_dur_hiver
584,BDP,Ble de printemps (sans ble fourrager de la liste swiss granum),nutzung,4,cer_2nd,autres_cereales,11,BDP,ble_dur_printemps
585,BDH,Ble dur,nutzung,4,cer_2nd,autres_cereales,10,BDH,ble_dur_hiver
586,BTH,Ble fourrager selon liste swiss granum,nutzung,1,ble,ble_tendre,1,BTH,ble_tendre_hiver
587,CML,Cameline,nutzung,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
589,MIE,Cereales ensilees,nutzung,2,mais,mais,4,MIE,mais_ensilage
592,CZH,Colza d'automne comme matiere premiere renouvelable,nutzung,5,colz,colza,18,CZH,colza_hiver
593,CZH,Colza d'automne destine a la fabrication d'huile comestible,nutzung,5,colz,colza,18,CZH,colza_hiver
595,CZP,Colza de printemps destine a la fabrication d'huile comestible,nutzung,5,colz,colza,19,olea,autres_oleagineux
596,CMB,Courges a huile,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
597,HPC,"Cultures horticoles annuelles de plein champ (fleurs, gazon en rouleaux, etc.)",nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
598,MDI,Cultures maraicheres de plein champ annuelles (sauf les legumes de conserve),nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
599,EPE,Epeautre,nutzung,4,cer_2nd,autres_cereales,13,cer_2nd_h,autres_cereales_hiver
600,GFP,Graminees fourrageres destinees a la production de semences (contrat de culture),nutzung,16,fou,fourrage,33,fou_poacees,fourrage_poacees
601,FFO,Haricots et vesces en grains (p.ex. feveroles),nutzung,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
602,JAC,Jachere florale,nutzung,11,gel_sp,gel_sans_prod,28,gel_sp,gel_sans_prod
603,JAC,Jachere tournante,nutzung,11,gel_sp,gel_sans_prod,28,gel_sp,gel_sans_prod
604,FLA,Legumes de conserve cultives en plein champ,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
605,MLF,Legumineuses fourrageres destinees a la production de semences (contrat de culture),nutzung,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
606,LEC,Lentilles,nutzung,15,leg_gr,legumineuses_graines,30,leg_gr,legumineuses_graines
607,LIF,Lin,nutzung,9,plte_fb,plante_a_fibre,27,LIF,lin_fibres
608,LFP,Lupins,nutzung,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
609,MIE,Mais d'ensilage et mais vert,nutzung,2,mais,mais,4,MIE,mais_ensilage
610,MIS,Mais grain,nutzung,2,mais,mais,5,MIS,mais_grain_semence
611,MLC,Meteil de cereales fourrageres,nutzung,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
612,MCR,Meteil de cereales panifiables,nutzung,4,cer_2nd,autres_cereales,12,cer_2nd,autres_cereales
613,MLC,"Meteil de haricots, de vesces, de pois, de pois chiches et de lupins avec des cereales ou de la cameline, au moins 30 % de legumineuses lors de la recolte (pour la production de grains)",nutzung,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
614,MLC,"Meteil de lentilles avec des cereales ou de la cameline, au moins 30 % de lentilles lors de la recolte (pour la production de grains)",nutzung,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
615,MLT,Millet,nutzung,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps
616,MLT,Millet grains,nutzung,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps
618,MOT,Moutarde,nutzung,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
619,ORH,Orge d'automne,nutzung,3,orge,orge,6,ORH,orge_hiver
620,ORP,Orge de printemps,nutzung,3,orge,orge,7,ORP,orge_printemps
621,BOR,Ourlet sur terres assolees,nutzung,28,div,divers,50,div,divers
622,ZZZ,Pavot,nutzung,28,div,divers,50,div,divers
623,PPA,Plantes aromatiques et medicinales annuelles,nutzung,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
624,PTC,Plants de pommes de terre (contrat de culture),nutzung,25,leg_fl,legumes_fleurs,48,PDT,pomme_de_terre
625,PCH,Pois chiches,nutzung,15,leg_gr,legumineuses_graines,30,leg_gr,legumineuses_graines
626,PFH,Pois en grains (p.ex. pois proteagineux),nutzung,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
627,PTC,Pommes de terre,nutzung,25,leg_fl,legumes_fleurs,48,PDT,pomme_de_terre
628,PTR,Prairies artificielles (sans les paturages),nutzung,19,pt,prairies_temporaires,37,pt,prairies_temporaires
629,CAG,Quinoa,nutzung,4,cer_2nd,autres_cereales,12,cer_2nd,autres_cereales
630,CES,Racines de chicoree,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
631,RIZ,Riz,nutzung,14,riz,riz,29,riz,riz
632,SRS,Sarrasin,nutzung,4,cer_2nd,autres_cereales,14,cer_2nd_p,autres_cereales_printemps
633,SGH,Seigle,nutzung,4,cer_2nd,autres_cereales,13,cer_2nd_h,autres_cereales_hiver
635,SOJ,Soja,nutzung,7,olea,autres_oleagineux,24,SOJ,soja
636,SOG,Sorgho,nutzung,4,cer_2nd,autres_cereales,15,SOG,sorgho
637,SOG,Sorgho grains,nutzung,4,cer_2nd,autres_cereales,15,SOG,sorgho
638,SOG,Sorgho plante entiere,nutzung,4,cer_2nd,autres_cereales,15,SOG,sorgho
639,TAB,Tabac,nutzung,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
641,TRN,Tournesol comme matiere premiere renouvelable,nutzung,6,TRN,tournesol,20,TRN,tournesol
642,TRN,Tournesol destine a la fabrication d'huile comestible,nutzung,6,TRN,tournesol,20,TRN,tournesol
643,TTH,Triticale,nutzung,4,cer_2nd,autres_cereales,16,TTH,triticale_hiver
644,VRC,Surfaces viticoles presentant une biodiversite naturelle,nutzung,21,vign,vignes,39,vign,vignes
645,VRC,Vignes,nutzung,21,vign,vignes,39,vign,vignes
1001,,Sealed,clcplus,NA,NA,NA,NA,NA,NA
1002,,Woody needle leaved trees,clcplus,NA,NA,NA,NA,NA,NA
1003,,Woody Broadleaved deciduous trees,clcplus,NA,NA,NA,NA,NA,NA
1004,,Woody Broadleaved evergreen trees,clcplus,NA,NA,NA,NA,NA,NA
1005,,Low-growing woody plants,clcplus,NA,NA,NA,NA,NA,NA
1006,,Permanent herbaceous,clcplus,NA,NA,NA,NA,NA,NA
1007,,Periodically herbaceous,clcplus,NA,NA,NA,NA,NA,NA
1009,,Non and sparsely vegetated,clcplus,NA,NA,NA,NA,NA,NA
1010,,Water,clcplus,NA,NA,NA,NA,NA,NA
